name,partition,dataset,source_id,speaker_id
open-evaluation-noise,evaluation,fsd50k,fsd50k_369934,
open-evaluation-noise,evaluation,fsd50k,fsd50k_370027,
open-evaluation-noise,evaluation,fsd50k,fsd50k_370235,
open-evaluation-noise,evaluation,fsd50k,fsd50k_372313,
open-evaluation-noise,evaluation,fsd50k,fsd50k_378295,
open-evaluation-noise,evaluation,fsd50k,fsd50k_378331,
open-evaluation-noise,evaluation,fsd50k,fsd50k_382005,
open-evaluation-noise,evaluation,fsd50k,fsd50k_383157,
open-evaluation-noise,evaluation,fsd50k,fsd50k_388391,
open-evaluation-noise,evaluation,fsd50k,fsd50k_388915,
open-evaluation-noise,evaluation,fsd50k,fsd50k_392153,
open-evaluation-noise,evaluation,fsd50k,fsd50k_392251,
open-evaluation-noise,evaluation,fsd50k,fsd50k_393323,
open-evaluation-noise,evaluation,fsd50k,fsd50k_393790,
open-evaluation-noise,evaluation,fsd50k,fsd50k_395042,
open-evaluation-noise,evaluation,fsd50k,fsd50k_400653,
open-evaluation-noise,evaluation,fsd50k,fsd50k_402298,
open-evaluation-noise,evaluation,fsd50k,fsd50k_406796,
open-evaluation-noise,evaluation,fsd50k,fsd50k_406958,
open-evaluation-noise,evaluation,fsd50k,fsd50k_407433,
open-evaluation-noise,evaluation,fsd50k,fsd50k_408369,
open-evaluation-noise,evaluation,fsd50k,fsd50k_415378,
open-evaluation-noise,evaluation,fsd50k,fsd50k_41746,
open-evaluation-noise,evaluation,fsd50k,fsd50k_418494,
open-evaluation-noise,evaluation,fsd50k,fsd50k_419233,
open-evaluation-noise,evaluation,fsd50k,fsd50k_425667,
open-evaluation-noise,evaluation,fsd50k,fsd50k_429509,
open-evaluation-noise,evaluation,fsd50k,fsd50k_431478,
open-evaluation-noise,evaluation,fsd50k,fsd50k_431535,
open-evaluation-noise,evaluation,fsd50k,fsd50k_432568,
open-evaluation-noise,evaluation,fsd50k,fsd50k_433861,
open-evaluation-noise,evaluation,fsd50k,fsd50k_434178,
open-evaluation-noise,evaluation,fsd50k,fsd50k_434344,
open-evaluation-noise,evaluation,fsd50k,fsd50k_45643,
open-evaluation-noise,evaluation,fsd50k,fsd50k_48401,
open-evaluation-noise,evaluation,fsd50k,fsd50k_50758,
open-evaluation-noise,evaluation,fsd50k,fsd50k_51705,
open-evaluation-noise,evaluation,fsd50k,fsd50k_58415,
open-evaluation-noise,evaluation,fsd50k,fsd50k_58867,
open-evaluation-noise,evaluation,fsd50k,fsd50k_62942,
open-evaluation-noise,evaluation,fsd50k,fsd50k_71927,
open-evaluation-noise,evaluation,fsd50k,fsd50k_75072,
open-evaluation-noise,evaluation,fsd50k,fsd50k_75825,
open-evaluation-noise,evaluation,fsd50k,fsd50k_75829,
open-evaluation-noise,evaluation,fsd50k,fsd50k_77305,
open-evaluation-noise,evaluation,fsd50k,fsd50k_77405,
open-evaluation-noise,evaluation,fsd50k,fsd50k_79064,
open-evaluation-noise,evaluation,fsd50k,fsd50k_86150,
open-evaluation-noise,evaluation,fsd50k,fsd50k_88590,
open-evaluation-noise,evaluation,fsd50k,fsd50k_90865,
open-evaluation-noise,evaluation,fsd50k,fsd50k_92019,
open-evaluation-noise,evaluation,fsd50k,fsd50k_94824,
open-evaluation-noise,evaluation,fsd50k,fsd50k_98494,
open-evaluation-noise,evaluation,wham,file191_000000000_loc00_day1,
open-evaluation-noise,evaluation,wham,file191_022080000_loc00_day1,
open-evaluation-noise,evaluation,wham,file193_000000000_loc00_day1,
open-evaluation-noise,evaluation,wham,file194_000000000_loc33_day1,
open-evaluation-noise,evaluation,wham,file194_010080000_loc33_day1,
open-evaluation-noise,evaluation,wham,file194_018720000_loc33_day1,
open-evaluation-noise,evaluation,wham,file194_025440000_loc33_day1,
open-evaluation-noise,evaluation,wham,file194_031680000_loc33_day1,
open-evaluation-noise,evaluation,wham,file194_036000000_loc33_day1,
open-evaluation-noise,evaluation,wham,file194_045600000_loc33_day1,
open-evaluation-noise,evaluation,wham,file196_008640000_loc33_day1,
open-evaluation-noise,evaluation,wham,file196_009600000_loc33_day1,
open-evaluation-noise,evaluation,wham,file196_036960000_loc33_day1,
open-evaluation-noise,evaluation,wham,file200_000000000_loc03_day1,
open-evaluation-noise,evaluation,wham,file204_015840000_loc32_day1,
open-evaluation-noise,evaluation,wham,file204_041280000_loc32_day1,
open-evaluation-noise,evaluation,wham,file205_015360000_loc32_day1,
open-evaluation-noise,evaluation,wham,file205_031200000_loc32_day1,
open-evaluation-noise,evaluation,wham,file205_046560000_loc32_day1,
open-evaluation-noise,evaluation,wham,file205_071040000_loc32_day1,
open-evaluation-noise,evaluation,wham,file205_111360000_loc32_day1,
open-evaluation-noise,evaluation,wham,file207_000000000_loc14_day1,
open-evaluation-noise,evaluation,wham,file207_002880000_loc14_day1,
open-evaluation-noise,evaluation,wham,file210_014880000_loc15_day1,
open-evaluation-noise,evaluation,wham,file212_000000000_loc15_day2,
open-evaluation-noise,evaluation,wham,file213_014880000_loc15_day2,
open-evaluation-noise,evaluation,wham,file217_000000000_loc21_day1,
open-evaluation-noise,evaluation,wham,file218_000000000_loc21_day1,
open-evaluation-noise,evaluation,wham,file221_000000000_loc20_day1,
open-evaluation-noise,evaluation,wham,file222_040800000_loc20_day1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0031_reader_05303_34_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0031_reader_05303_34_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0031_reader_05303_36_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0031_reader_05303_36_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0031_reader_05303_67_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0031_reader_05303_71_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_16_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_16_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_24_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_28_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_28_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_28_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_28_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_32_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_48_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_48_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_49_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_49_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_49_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_49_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_4_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_4_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_4_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_52_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_52_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_52_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_5_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00028_chp_0038_reader_05919_9_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00081_chp_0018_reader_01595_0_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00081_chp_0018_reader_01595_16_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00081_chp_0018_reader_01595_16_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00081_chp_0018_reader_01595_35_seg_1_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00081_chp_0018_reader_01595_52_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_0_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_10_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_13_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_13_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_15_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_18_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_18_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_18_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_20_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_20_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_23_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_23_seg_0_seg2,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_23_seg_0_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_26_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_26_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_29_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_2_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_2_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_33_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_33_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_34_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_34_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_34_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_34_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_35_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_35_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_38_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_3_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_40_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_44_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_44_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_44_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_45_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_45_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_48_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_48_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_51_seg_1_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_52_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_55_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_56_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_56_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_58_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_58_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_5_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_5_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_66_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_70_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_71_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_72_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_78_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_78_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_79_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_7_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_7_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_7_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_7_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_86_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_86_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_87_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00082_chp_0011_reader_01593_8_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00115_chp_0021_reader_08788_23_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00130_chp_0007_reader_11203_1_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00130_chp_0007_reader_11203_38_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0028_reader_08756_0_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0028_reader_08756_0_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0028_reader_08756_15_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0028_reader_08756_15_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0028_reader_08756_18_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0028_reader_08756_18_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0028_reader_08756_21_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0028_reader_08756_22_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0028_reader_08756_22_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0028_reader_08756_22_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0028_reader_08756_22_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_11_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_12_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_13_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_13_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_29_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_2_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_4_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_4_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_5_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_5_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_5_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_7_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_7_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00162_chp_0035_reader_06647_8_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0022_reader_09309_3_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00166_chp_0022_reader_09309_4_seg_1_seg2,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_0_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_0_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_0_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_11_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_11_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_15_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_15_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_16_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_19_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_1_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_22_seg_0_seg2,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_24_seg_2_seg3,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_30_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_3_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_3_seg_1_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00166_chp_0025_reader_00732_8_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00166_chp_0026_reader_01339_0_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0026_reader_01339_13_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00166_chp_0026_reader_01339_18_seg_1_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00166_chp_0026_reader_01339_24_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0026_reader_01339_26_seg_0_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00166_chp_0026_reader_01339_28_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00166_chp_0026_reader_01339_8_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00171_chp_0010_reader_05715_11_seg_0_seg2,
open-evaluation-speech,evaluation,dns5,book_00171_chp_0010_reader_05715_11_seg_0_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00171_chp_0010_reader_05715_15_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00171_chp_0010_reader_05715_17_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00171_chp_0010_reader_05715_17_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00171_chp_0010_reader_05715_30_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00171_chp_0010_reader_05715_30_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00171_chp_0010_reader_05715_42_seg_1_seg2,
open-evaluation-speech,evaluation,dns5,book_00171_chp_0010_reader_05715_58_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00255_chp_0011_reader_04471_12_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00255_chp_0011_reader_04471_14_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00255_chp_0011_reader_04471_18_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00255_chp_0011_reader_04471_18_seg_1_seg2,
open-evaluation-speech,evaluation,dns5,book_00255_chp_0011_reader_04471_19_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00255_chp_0011_reader_04471_19_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00255_chp_0011_reader_04471_3_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00255_chp_0011_reader_04471_3_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00336_chp_0052_reader_01653_1_seg_1_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_0_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_1_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_2_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_2_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_2_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_39_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_39_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_40_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_42_seg_2_seg3,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_42_seg_2_seg3(2),
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_44_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_44_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_44_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_44_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_47_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_5_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_63_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_65_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0004_reader_01282_65_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00375_chp_0017_reader_05076_0_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0017_reader_05076_49_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_00375_chp_0017_reader_05076_49_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00375_chp_0017_reader_05076_83_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00384_chp_0022_reader_07500_20_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00384_chp_0022_reader_07500_23_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_00384_chp_0022_reader_07500_24_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_00384_chp_0022_reader_07500_28_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00408_chp_0084_reader_02210_2_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00408_chp_0084_reader_02210_5_seg_1_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00424_chp_0008_reader_04758_0_seg_1_seg2,
open-evaluation-speech,evaluation,dns5,book_00424_chp_0008_reader_04758_22_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00424_chp_0008_reader_04758_31_seg_1_seg2,
open-evaluation-speech,evaluation,dns5,book_00424_chp_0008_reader_04758_35_seg_1_seg2(2),
open-evaluation-speech,evaluation,dns5,book_00424_chp_0008_reader_04758_42_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_00424_chp_0008_reader_04758_46_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00424_chp_0008_reader_04758_53_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_00424_chp_0008_reader_04758_54_seg_1_seg2,
open-evaluation-speech,evaluation,dns5,book_00424_chp_0008_reader_04758_5_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_10_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_11_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_11_seg_2_seg3(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_13_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_14_seg_0_seg2,
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_26_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_26_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_27_seg_1_seg1,
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_28_seg_2_seg2,
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_28_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_29_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_33_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_33_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_33_seg_1_seg2,
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_33_seg_1_seg2(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_35_seg_2_seg1(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_3_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_41_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_42_seg_0_seg2(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_43_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_48_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_4_seg_0_seg1(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_4_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_55_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_56_seg_0_seg1,
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_66_seg_1_seg1(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_68_seg_2_seg2(2),
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_69_seg_2_seg1,
open-evaluation-speech,evaluation,dns5,book_01415_chp_0017_reader_06507_69_seg_2_seg1(2),
